CONTADOR,Competência,Programa,Ação,Subação/Entrega (SA),(SA) Início,(SA) Término,(SA) Produto,(SA) Unid. Medida,(SA) Quantidade,(SA) Responsável,Etapa (ET),(ET) Início,(ET) Término,(ET) Responsável,(MC) Descrição do Item de Despesa,(MC) Unid. Medida,(MC) Quantidade,(MC) Valor Unitário,(MC) Valor Total,(MC) Grupo ,(MC) Natureza,(MC) Fonte,(MC) IDU,CONTRATO,"Plano Estratégico (A)
digite entre 0-5
0 = menor
5 = maior","Gravidade (B)
digite entre 1-5
1 = menor
5 = maior","Urgência (C)
digite entre 1-5
1 = menor
5 = maior","Tendência (d)
digite entre 1-5
1 = menor
5 = maior",Prioridade acumulada (A*B*C*D)
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de Serviços para Ferramentas de Segurança em analise Vulnerabilidade (Expansão),Unidade,1500,"R$ 100,00","R$ 150.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,4,3,3,4,144
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de Solução de gerenciamento de Identidades e acessos privilegiados (Expansão),Unidade,01,"R$ 466.000,00","R$ 466.000,00",Grupo_4,4.4.90.40.008,1.501.0000,OD,Novo a contratar 2024,4,3,3,4,144
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de Serviços para Solução de gerenciamento de Identidades e acessos privilegiados (Expansão),Unidade,1500,"R$ 100,00","R$ 150.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,4,3,3,4,144
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de Ferramentas de Segurança analise vulnerabilidade de código,Unidade,01,"R$ 150.000,00","R$ 150.000,00",Grupo_4,4.4.90.40.008,1.759.0000,OD,Novo a contratar 2024,3,3,3,3,81
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de Serviços Especializado em analise vulnerabilidade de código,Unidade,1600,"R$ 80,00","R$ 128.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,3,3,3,3,81
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Solução de Segurança de Defesa Cibernética ,Unidade,01,"R$ 150.000,00","R$ 150.000,00",Grupo_4,4.4.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de Serviço para Solução de Segurança de Defesa Cibernética ,Mensal,07,"R$ 10.000,00","R$ 70.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,7_Disponibilização de infraestrutura de dados,02/01/2024,31/12/2024,Infraestrutura implantada,Percentual,100,Saffyk Vicuna,7.1_Manter infraestrutura de dados,02/01/2024,31/12/2024,Saffyk Vicuna,"Manter a subscrição, suporte e atualização das ferramentas Qlik Sense ",Mensal,12,"R$ 5.000,00","R$ 60.000,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Manter o suporte e manutenção estendida das ferramentas ArcGis,Anual,01,"R$ 380.000,00","R$ 380.000,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Contratação de serviço especializado em Governança e Gestão de Dados,Mensal,09,"R$ 15.000,00","R$ 135.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,"QDI, Compose e Replicate",Unidade,01,"R$ 160.000,00","R$ 160.000,00",Grupo_4,4.4.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,"Contratação de Serviço para QDI, Compose e Replicate",Mensal,09,"R$ 15.000,00","R$ 135.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Solução BigData (Cloudera)  ,Unidade,01,"R$ 150.000,00","R$ 150.000,00",Grupo_4,4.4.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Serviços de BigData (Cloudera) ,Mensal,09,"R$ 20.000,00","R$ 180.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Software de Solução para Geoprocessamento,Unidade,01,"R$ 300.000,00","R$ 300.000,00",Grupo_4,4.4.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,Saffyk Vicuna,Serviço para Solução de Geoprocessamento ,Mensal,09,"R$ 10.000,00","R$ 90.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,8_Disponibilização da Plataforma de Governo Digital,02/01/2024,31/12/2024,Infraestrutura de TI mantida,Percentual,100,Sócrates Farias de Barros,8.1_Disponilização da Plataforma de Governo Digital em Cloud,02/01/2024,31/12/2024,Sócrates Barros,Google Cloud Platform (GCP),Mensal,12,"R$ 170.000,00","R$ 2.040.000,00",Grupo_3,3.3.90.40.012,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,9_Disponibilização do parque computacional para novo datacenter,02/01/2024,31/12/2024,Infraestrutura do datacenter mantida,Percentual,100,Fernando Videira Duarte,9.1_Contratação de empresa especializada de engenharia,02/01/2024,31/12/2024,Fernando Videira Duarte,Registro de Preço para contratação de empresa especializada para operação remota de Data Center,Mensal,09,"R$ 10.000,00","R$ 90.000,00",Grupo_3,3.3.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,0
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,9.2_Contratação de empresa especializada em operação,02/01/2024,31/12/2024,Fernando Videira Duarte,Contratação de empresa especializada de engenharia para acompanhamento da execução da obra e Atesto da entrega do Novo Datacenter,Mensal,09,"R$ 1.200,00","R$ 10.800,00",Grupo_3,3.3.90.40.008,1.759.0000,OD,Novo a contratar 2024,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),1_Modernização da Infraestrutura de Nuvem Privada,02/01/2024,31/12/2024,Infraestrutura de TI mantida,Percentual,100,Fernando Videira Duarte,1.1_Administrar a Rede Corporativa e INFOVIA-MT,02/01/2024,31/12/2024,Fernando Videira Duarte,"Expansão e remanejamento de Rede de fibra óptica, cabeamento estruturado e infraestrutura associada da rede INFOVIA-MT (Rede Man/ LAN)",Unidade,01,"R$ 3.000.000,00","R$ 3.000.000,00",Grupo_3,3.3.90.40.001,1.500.0000,MaisMT,Existente / Aditivo,,,,,0
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),,,,,,,,,,,Fernando Videira Duarte,Implantar Nova Solução de Rede para ambiente de Datacenter  baseada em Topologia Spine-Leaf em SDN,Unidade,01,"R$ 3.100.000,00","R$ 3.100.000,00",Grupo_4,4.4.90.40.001,1.500.0000,MaisMT,Novo a contratar 2024,5,3,4,3,180
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),,,,,,,,,,,Fernando Videira Duarte,Implantar Nova Solução de Rede para ambiente de Datacenter  baseada em Topologia Spine-Leaf em SDN,Unidade,01,"R$ 8.000.000,00","R$ 8.000.000,00",Grupo_4,4.4.90.40.001,1.501.0000,MaisMT,Novo a contratar 2024,5,3,4,3,180
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),,,,,,,,,,,Fernando Videira Duarte,Implantar Nova Solução de Rede para ambiente de Datacenter  baseada em Topologia Spine-Leaf em SDN,Unidade,01,"R$ 5.767.357,00","R$ 5.767.357,00",Grupo_4,4.4.90.40.001,1.759.0000,MaisMT,Novo a contratar 2024,5,3,4,3,180
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),,,,,,,,,,,Fernando Videira Duarte,Expansão e Modernização da infraestrutura associada da rede INFOVIA-MT,Unidade,01,"R$ 4.073.581,00","R$ 4.073.581,00",Grupo_4,4.4.90.40.001,1.759.0000,MaisMT,Novo a contratar 2024,5,3,4,3,180
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),,,,,,,,,,,Fernando Videira Duarte,,,,,,,,,,,,,,,0
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),,,,,,,,,,,Fernando Videira Duarte,Serviço de Manutenção corretiva e preventiva da INFOVIA (Sob demanda),Mensal,12,"R$ 50.000,00","R$ 600.000,00",Grupo_3,3.3.90.40.001,1.500.0000,MaisMT,Existente / Aditivo,,,,,0
3397,-,536,3397-Ampliação da rede de comunicação do governo (rede MAN-Metropolitana),,,,,,,,,,,Fernando Videira Duarte,Serviços para Expansão e Modernização da infraestrutura física associada da rede INFOVIA-MT,Unidade,01,"R$ 1.500.000,00","R$ 1.500.000,00",Grupo_3,3.3.90.40.001,1.500.0000,MaisMT,Novo a contratar 2024,5,3,4,3,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,-,536,3358-Provimento de soluções de TIC priorizadas,2_Ampliação e manutenção de Serviços Digitais,02/01/2024,31/12/2024,ação mantida,Unidade,33,Sócrates Farias de Barros,2.1_Desenvolver Portal de dados abertos,02/01/2024,31/12/2024,Robson Silva Dolores Dias,Desenvolvimento do Portal de Dados Aberto de MT,Unidade,01,"R$ 500.000,00","R$ 500.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,5,5,5,5,625
3358,-,536,3358-Provimento de soluções de TIC priorizadas,,,,,,,,,,,Robson Silva Dolores Dias,"Serviços de licenciamento, suporte e atulização da ferramenta de gestão de API e integração de dados (WS02)",Unidade,01,"R$ 500.000,00","R$ 500.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,5,5,5,5,625
3358,-,536,3358-Provimento de soluções de TIC priorizadas,,,,,,,,2.2_Manter e Desenvolver Serviços Digitais,02/01/2024,31/12/2024,Sócrates Farias de Barros,Pagamento de USTs para manutenção da plataforma de governo digital,Unidade,2500,"R$ 250,00","R$ 625.000,00",Grupo_3,3.3.90.40.001,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
3358,-,536,3358-Provimento de soluções de TIC priorizadas,,,,,,,,,,,,Pacote de SMS para validação de dispositivo e telefone,Unidade,01,"R$ 500.000,00","R$ 500.000,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2024,5,3,3,4,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,UGGOV/Ideraldo,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2024,31/12/2024,Metodologia Sustentada,percentual,100,Ideraldo Bonafé,1.1_Orientar na elaboração e revisão dos padrões da MTI.,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.2_Manter repositórios / base de dados atualizados.,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.3_Promover orientação às unidades administrativas,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.4_Manter painéis e demais bases de dados atualizados,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.5_Monitorar os resultados dos indicadores,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,"1.6_Coordenar as atividades para elaboração, atualização da cadeia de valor",02/01/2024,31/12/2024,Bruno Augusto Alves,Contratação de serviços técnicos especializados para  mapeamento de processos,Unidade,01,"R$ 50.000,00","R$ 50.000,00",Grupo_3,3.3.90.39.086,1.759.0000,OD,Novo a contratar 2024,4,3,3,3,108
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.7_Coordenar a revisão da Estratégia de Longo Prazo,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.8_Coordenar a elaboração da Carta Anual,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.9_Coordenar a elaboração do Relatório Integrado de Sustentabilidade,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.10_Coordenar a elaboração do PTA,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.11_Coordenar a elaboração do PSTI,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.12_Coordenar a revisão do PPA,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.13_Coordenar a elaboração do RAG,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.14_Coordenar o diagnóstico da autoavaliação,02/01/2024,31/12/2024,Bruno Augusto Alves,Contratação de serviços técnicos especializados em avaliação institucional,Unidade,01,"R$ 30.000,00","R$ 30.000,00",Grupo_3,3.3.90.39.086,1.759.0000,OD,Não,4,3,3,3,108
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.15_Monitorar a elaboração dos planos de ação das oportunidades de melhoria,02/01/2024,31/12/2024,Bruno Augusto Alves,Confecção de banners,Unidade,10,"R$ 200,00","R$ 2.000,00",Grupo_3,3.3.90.39.023,1.759.0000,OD,Não,3,1,1,1,3
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.16_Monitorar a execução dos planos de ação pelas unidades,02/01/2024,31/12/2024,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
-,-,,,,UNICRS/Ana Beatriz,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2024,31/12/2024,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.18_Manter o processo de conformidade ( cadeia de valor),02/01/2024,31/12/2024,Ione Aparecida Costa,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.19_Apoiar a alta administração na formulação e manutenção da política e dos planos de gestão de riscos corporativos,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.20_Manter e reportar à alta administração portfólio centralizado de riscos corporativos,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.21_Capacitar equipe em gestão de riscos,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.22_Manter o processo de Gestão de Riscos Corporativos,02/01/2024,31/12/2024,Ione Aparecida Costa,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.23_Disseminar código de conduta,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.24_Elaborar Plano Anual de Gerenciamento de Riscos,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.25_Monitorar Plano Anual de Gerenciamento de Riscos,02/01/2024,31/12/2024,Ione Aparecida Costa,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.26_Ampliar soluções de segurança da informação,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,,,,,,,,,,Novo a contratar 2024,5,5,5,5,625
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.27_Elaborar e executar Planos de Gestão da Segurança da Informação corporativos,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,,,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.28_Capacitar equipe em segurança da informação,02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,,,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.29_Manter o processo de Segurança da Informação ( cadeia de valor),02/01/2024,31/12/2024,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,,,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.51_Disponibilziar ferramentas de segurança cibernética,02/01/2024,31/12/2024,Saffyk Vicuna,Consultoria especializada para implementação/adequação/sustentação a LGPD – Lei Geral de Proteção de Dados,Unidade,12,"R$ 30.000,00","R$ 360.000,00",Grupo_3,3.3.90.39.086,1.501.0000,OD,Novo a contratar 2024,5,5,5,5,625
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,,,,Saffyk Vicuna,Contratação de Fornecimento de Software SGPS para adequação da LGPD,Unidade,12,"R$ 5.972,00","R$ 71.664,00",Grupo_3,3.3.90.39.086,1.501.0000,OD,Novo a contratar 2024,5,5,5,5,625
-,-,,,,CONTROLE INTERNO/Luis Lobo,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2024,31/12/2024,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.30_Acompanhar a implementação das recomendações emitidas pelos órgãos de Controle Interno e Externo por meio dos Planos de Providências do Controle Interno - PPCI,02/01/2024,31/12/2024,Suelene Montenegro,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.31_Manter o processo de Controle Interno,02/01/2024,31/12/2024,Suelene Montenegro,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
-,-,,,,UGPGD/Sócrates,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2024,31/12/2024,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.32_Monitorar o Portfólio de Projetos,02/01/2024,31/12/2024,Sócrates Farias de Barros,"Contratação de serviços terceiros em implantação e customização na ferramenta de gestão de portfólio e projetos, riscos, compliance, devops, processos e serviços de TI (servicenow)",Unidade,01,"R$ 635.336,00","R$ 635.336,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,5,5,5,625
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,,,,,"Contratação de serviços terceiros em implantação e customização na ferramenta de gestão de portfólio e projetos, riscos, compliance, devops, processos e serviços de TI (servicenow)",Unidade,01,"R$ 1.002.000,00","R$ 1.002.000,00",Grupo_3,3.3.90.40.001,1.500.0000,OD,Novo a contratar 2024,5,5,5,5,625
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,"1.50_Serviços de consultoria em mapeamento e implantação de processos e metodologias ágeis de desenvolvimento de software, produtos e serviços de TI",02/01/2024,31/12/2024,Sócrates Farias de Barros,"Implantar processos, práticas e metodologias ágeis e ITSM",Unidade,01,"R$ 850.000,00","R$ 850.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2024,5,5,5,5,625
-,-,,,,UGEIP/Paulo Macedo,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2024,31/12/2024,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.33_Realizar gestão e captação de novas ideias,02/01/2024,31/12/2024,Paulo Macedo,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.34_Realizar P&D para suporte e consultoria de produtos/serviços de inovação advindos de outros setores,02/01/2024,31/12/2024,Paulo Macedo,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.35_Implantar Laboratório de Inovação,02/01/2024,31/12/2024,Paulo Macedo,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.36_Fortalecer o ecossistema da inovação do Estado,02/01/2024,31/12/2024,Paulo Macedo,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.37_Reavaliar processo de parcerias estrategicas,02/01/2024,31/12/2024,Paulo Macedo,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.38_Prospectar e avaliar novas parcerias,02/01/2024,31/12/2024,Paulo Macedo,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.39_Realizar a Gestão das parcerias estratégicas firmadas,02/01/2024,31/12/2024,Paulo Macedo,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.40_Fortalecer ações de fomento a cultura de inovação,02/01/2024,31/12/2024,Paulo Macedo,Inscrição em eventos de inovação,Unidade,03,"R$ 3.000,00","R$ 9.000,00",Grupo_3,3.3.90.36.034,1.759.0000,OD,Novo a contratar 2024,4,3,3,3,108
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.41_Fortalecer e Estimular o engajamento dos colaboradores com o projeto de gamificação,02/01/2024,31/12/2024,Paulo Macedo,Premiação para colaboradores,Unidade,12,"R$ 20.000,00","R$ 240.000,00",Grupo_3,3.3.90.31.003,1.759.0000,OD,Novo a contratar 2024,3,3,3,3,81
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.42_Fortalecer o ecossistema da inovação do Estado,02/01/2024,31/12/2024,Paulo Macedo,Patrocínio para eventos externos do ecossistema de inovação,Unidade,01,"R$ 96.254,00","R$ 96.254,00",Grupo_3,3.3.90.31.001,1.501.0000,OD,Novo a contratar 2024,3,2,1,1,6
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,,,,,Patrocínio para eventos externos do ecossistema de inovação,Unidade,01,"R$ 3.746,00","R$ 3.746,00",Grupo_3,3.3.90.31.001,1.759.0000,OD,Novo a contratar 2024,3,2,1,1,6
-,-,,,,OUVIDORIA/Mara,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2024,31/12/2024,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,"1.43_Tratar demandas de Ouvidoria, cumprindo prazos e demais requisitos legais.",02/01/2024,31/12/2024,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.44_Elaborar e encaminhar ao dirigente máximo do Órgão Relatório de Gestão da Ouvidoria.,02/01/2024,31/12/2024,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,"1.45_Coordenar as ações junto às unidades administrativas responsáveis pelos dados/informações visando sua conscientização, educação e padronização dos procedimentos a serem cumpridos;",02/01/2024,31/12/2024,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,"1.46_Inserir, acompanhar e disponibilizar informações no Portal Transparência e Ouvidoria",02/01/2024,31/12/2024,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.47_Coordenar o processo da classificação da informação em grau de sigilo;,02/01/2024,31/12/2024,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
-,-,,,,UGACO/Alci,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2024,31/12/2024,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.48_Elaborar o plano de aquisições conjuntamente com as áreas demandantes,02/01/2024,31/12/2024,Alci de Oliveira Junior,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.49_Cumprir dentro dos prazos estipulados o plano de aquisições,02/01/2024,31/12/2024,Alci de Oliveira Junior,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
