Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGPRO,GADP,Status Report Não Conforme,Operacional,"(Status Report Atrasados/
Total de Status Report) *
100","85% Garantir o monitoramento
de Projetos pelos GP.",85%,Anual,Percentual,Menor Melhor,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,,
UGPRO,GADP,Quantidade de Impedimento Estratégico,Operacional,"Total de Impedimentos
Estratégicos","0 Manter alto nível de
resolutividade de
Impedimentos
",0,Anual,Número Absluto,Menor Melhor,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,,
UGPRO,,Percentual de Conclusão de Projetos TIC,DIREX,(nº projetos concluídos / nº de projetos iniciados) * 100,-,"100,00%",31/12/2025,Percentual,Maior Melhor,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,,
UGPRO,,Percentual de Conclusão de Projetos Priorizados,DIREX,(nº projetos priorizados concluídos / nº de projetos priorizados) * 100,-,"100,00%",31/12/2025,Percentual,Maior Melhor,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,,
UGPRO,,Número de Projetos de TIC Entregues,DIREX,Quantidade de projetos entregues,-,168,31/12/2025,Unidade,Maior Melhor,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,,
UGPRO,,Número de Projetos de TIC Entregues no Prazo,DIREX,(Projetos entregues no prazo / Total de Projetos finalizados) * 100,"≥ 85% Garantir alto nível de
cumprimento de prazos","85,00%",31/12/2025,Percentual,Maior Melhor,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGGDC,DTIC,Índice de Conformidade com LGPD,GOVERNADORIA,"Diagnóstico anual via LGPDNOW. 
Conforme níveis 
A (1) / B (2) / C (3) / D (4) / E (5)",-,"300,00%",31/12/2025,Escala,Menor Melhor,"Proporção em que as práticas da organização estão alinhadas com os princípios e requisitos da LGPD, refletindo o nível de proteção dos dados pessoais dos titulares. Trata-se de um índice interno, com métrica interna, seguindo a legislação vigente. O nível (métrica interna) é assim definido:  letra A - Mais Eficiente, para a letra E - Menos Eficiente. Será utilizado os parâmetros do sistema LGPDNOW.",-,-,-,"0,00","0,00","0,00%",Tarefas de Adequação Simulador ANPD - meta sair de maturidade E para C em 2025 ,"0,00","0,00","0,00%",Tarefas de Adequação Simulador ANPD - meta sair de maturidade E para C em 2025 ,"0,00","0,00","0,00%",Tarefas de Adequação Simulador ANPD - meta sair de maturidade E para C em 2025 ,"0,00","0,00","0,00%",Tarefas de Adequação Simulador ANPD - meta sair de maturidade E para C em 2025 ,"0,00","0,00","0,00%",Tarefas de Adequação Simulador ANPD - meta sair de maturidade E para C em 2025 ,"3,00","3,00","100,00%","Resultado, atingido maturidade nível C = 3","0,00","0,00","0,00%","Resultado, atingido maturidade nível C = 3","0,00","0,00","0,00%","Resultado, atingido maturidade nível C = 3",,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGGDI,,Percentual de Disponibilidade Portal MT.GOV.BR,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade do Portal de Serviços,-,-,-,"99,80%","99,97%","100,17%",Planilha DTIC,"99,80%","99,93%","100,13%",Planilha DTIC,"99,80%","99,52%","99,72%",Planilha DTIC,"99,80%","99,81%","100,01%",Planilha DTIC,"99,80%","99,75%","99,95%",Planilha DTIC,"99,80%","99,67%","99,87%",,"99,80%","99,49%","99,69%",,"99,80%","99,99%","100,19%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGGDI,,Percentual de Disponibilidade MT LOGIN,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade do MT Login,-,-,-,"99,80%","99,98%","100,18%",Planilha DTIC,"99,80%","99,97%","100,17%",Planilha DTIC,"99,80%","99,83%","100,03%",Planilha DTIC,"99,80%","99,95%","100,15%",Planilha DTIC,"99,80%","99,91%","100,11%",Planilha DTIC,"99,80%","99,94%","100,14%",,"99,80%","99,97%","100,17%",,"99,80%","99,98%","100,18%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGGDI,,Percentual de Disponibilidade MT ID,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade do MT ID,-,-,-,"99,80%",,"0,00%",Planilha DTIC,"99,80%","99,94%","100,14%",Planilha DTIC,"99,80%","99,78%","99,98%",Planilha DTIC,"99,80%","98,97%","99,17%",Planilha DTIC,"99,80%","99,97%","100,17%",Planilha DTIC,"99,80%","99,85%","100,05%",,"99,80%","99,98%","100,18%",,"99,80%","95,60%","95,79%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGGDI,,Percentual de Disponibilidade MT CIDADÃO,DIREX,Taxa de crash= (Quantidade de transações sem erro / Quantidade total de transações)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade do MT Cidadão,-,-,-,"99,80%","99,68%","99,88%",Planilha DTIC,"99,80%","99,71%","99,91%",Planilha DTIC,"99,80%","99,44%","99,64%",Planilha DTIC,"99,80%","98,46%","98,66%",Planilha DTIC,"99,80%","98,22%","98,42%",Planilha DTIC,"99,80%","98,85%","99,05%",,"99,80%","99,24%","99,44%",,"99,80%","99,85%","100,05%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGGDI/GPGD,,Percentual de Mensagens da Loja Respondida,Operacional,(Quantidade de Mensagens Respondidas/Quantidade de Mensagens Recebidas ) *100,"Melhorar a imagem do aplicativo e da empresa, perante a sociedade",100%,31/12/2025,Percentual,Maior Melhor,Respostas pela equipe nas lojas,,Médição a partir de abril/2025,,100%,100%,"100,00%","Qtde. msg recebida: 16
Qtde. msg respondida: 16",100%,100%,"100,00%","Qtde. msg recebida: 11
Qtde. msg respondida: 11",100%,100%,"100,00%","Qtde. msg recebida: 11
Qtde. msg respondida: 11",100%,100%,"100,00%","Qtde. msg recebida: 7
Qtde. msg respondida: 7","100,00%","100,00%","100,00%","Qtde. msg recebida: 8
Qtde. msg respondida:8","100,00%","100,00%","100,00%","Qtde. msg recebida: 12
Qtde. msg respondida:12",100%,100%,"100,00%","Qtde. msg recebida: 14
Qtde. msg respondida: 14","100,00%","100,00%","100,00%","Qtde. msg recebida: 07
Qtde. msg respondida: 07",,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGSTI,DTIC,Total de Pontos de Conexão Ativos de Internet nos Órgãos Públicos (INFOVIA MT),GOVERNADORIA,Total de pontos de conexão ativos = Somatório acumulativa de pontos ativos (GIS) monitorados nos órgãos,-,"1.964,00",31/12/2025,Unidade,Maior Melhor,"Mede o número total de pontos de conexão ativos da INFOVIA MT, que garantem conectividade à internet para órgãos públicos estaduais. Esse indicador reflete a cobertura e a eficiência da infraestrutura de telecomunicações do Estado.",-,-,-,"163,67","114,00","69,65%",Planilha DTIC,"163,67","90,00","54,99%",Planilha DTIC,"163,67","115,00","70,26%",Planilha DTIC,"163,67","80,00","48,88%",,"163,67","39,00","23,83%",,"163,67","18,00","11,00%",,"163,67","32,00","19,55%",,"163,67","12,00","7,33%",,"163,67",,"0,00%",,"163,67",,"0,00%",,"163,67",,"0,00%",,"163,67",,"0,00%",
UGSTI,,Percentual de de resolução de incidentes dentro do SLA,DIREX,Resultado = incientes atendido no prazo / (total de incidentes atendidos)*100,-,"80,00%",31/12/2025,Percentual,Maior Melhor,Atender SLA de incidentes,-,-,-,"80,00%","71,05%","88,81%",Planilha DTIC,"80,00%","63,69%","79,61%",Planilha DTIC,"80,00%","69,13%","86,41%",Planilha DTIC,"80,00%","79,70%","99,63%",,"80,00%","79,64%","99,55%",,"80,00%","74,70%","93,38%",,"80,00%","78,64%","98,30%",,"80,00%","81,45%","101,81%",,"80,00%",,"0,00%",,"80,00%",,"0,00%",,"80,00%",,"0,00%",,"80,00%",,"0,00%",
UGSTI,,Percentual de de resolução de solicitação de serviços dentro do SLA,DIREX,Resultado = solicitações atendida no prazo / (total de solicitações atendidos)*100,-,"80,00%",31/12/2025,Percentual,Maior Melhor,Atender SLA de solicitações,-,-,-,"80,00%","83,29%","104,11%",Planilha DTIC,"80,00%","83,57%","104,46%",Planilha DTIC,"80,00%","91,53%","114,41%",Planilha DTIC,"80,00%","86,72%","108,40%",,"80,00%","85,94%","107,43%",,"80,00%","83,95%","104,94%",,"80,00%","80,92%","101,15%",,"80,00%","83,48%","104,35%",,"80,00%",,"0,00%",,"80,00%",,"0,00%",,"80,00%",,"0,00%",,"80,00%",,"0,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGITI,DTIC,Índice de Disponibilidade das Soluções de Tecnologia da Informação e Comunicação,GOVERNADORIA,(% Disponibilidade de banco + % Disponibilidade de aplicação + % Disponibilidade de backup + % Disponibilidade Firewall... n / n),-,"99,80%",31/12/2025,Percentual,Maior Melhor,"Reflete a confiabilidade e continuidade dos serviços essenciais de tecnologia oferecidos pela MTI ao Governo do Estado. Ele é calculado mensalmente, considerando a disponibilidade de diversos componentes críticos de infraestrutura e aplicações estratégicas, todos com peso igual na composição do indicador. Composto por:
Infraestrutura e Conectividade: Hospedagem de aplicações, bancos de dados (Oracle e Open), ambiente de data center (energia e refrigeração), conectividade com a internet e rede Infovia MT.
Plataformas e Serviços Digitais: SIGADOC, Liferay, interoperabilidade (XVIA), MT.GOV.BR, MT LOGIN, MT ID, MT CIDADÃO e o MT Simplifica.
Soluções de Armazenamento e Backup: Serviços de virtualização, armazenamento e backup de dados.",-,-,-,"99,80%","99,82%","100,02%",Planilha DTIC,"99,80%","99,79%","99,99%",Planilha DTIC,"99,80%","98,91%","99,11%",Planilha DTIC,"99,80%","98,82%","99,02%",Planilha DTIC,"99,80%","99,65%","99,85%",,"99,80%","99,68%","99,88%",,"99,80%","99,07%","99,27%",,"99,80%","99,51%","99,71%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,DTIC,Índice de Disponibilidade do MT CIDADÃO,GOVERNADORIA,"Disponibilidade do MT CIDADÃO x 0,20 + Disponibilidade do MT LOGIN x 0,40 + Disponibilidade do MT ID x 0,40
O Resultado é o indicador que será informado mensalmente",-,"99,80%",31/12/2025,Percentual,Maior Melhor,"Prover alta disponibilidade do MT Cidadão. Reflete a confiabilidade e continuidade dos serviços do MT Cidadão. Ele é calculado mensalmente, considerando a disponibilidade de diversos componentes críticos de infraestrutura e aplicações estratégicas, todos com peso igual na composição do indicador.",-,-,-,"99,80%",,"0,00%",Planilha DTIC,"99,80%","99,91%","100,11%",Planilha DTIC,"99,80%","99,73%","99,93%",Planilha DTIC,"99,80%","99,26%","99,46%",Planilha DTIC,"99,80%","99,60%","99,80%",,"99,80%","99,69%","99,89%",,"99,80%","99,83%","100,03%",,"99,80%","98,20%","98,40%",,"99,80%","0,00%","0,00%",,"99,80%","0,00%","0,00%",,"99,80%","0,00%","0,00%",,"99,80%","0,00%","0,00%",
UGITI,DTIC,Índice de Disponibilidade dos Portais de Governo,GOVERNADORIA,"Disponibilidade do MT.GOV.BR x 0,50 + Disponibilidade dos (PORTAIS LIFERAY) x 0,50
O Resultado é o indicador que será informado mensalmente",-,"99,80%",31/12/2025,Percentual,Maior Melhor,"Prover alta disponibilidade do Portal de Serviços. Disponibilidade Portal de Serviços. Reflete a confiabilidade e continuidade dos serviços dos Portais de Governo. Ele é calculado mensalmente, considerando a disponibilidade de diversos componentes críticos de infraestrutura e aplicações estratégicas, todos com peso igual na composição do indicador.",-,-,-,"99,80%","99,96%","100,16%",Planilha DTIC,"99,80%","99,73%","99,92%",Planilha DTIC,"99,80%","98,95%","99,15%",Planilha DTIC,"99,80%","99,40%","99,60%",Planilha DTIC,"99,80%","99,39%","99,58%",,"99,80%","99,59%","99,78%",,"99,80%","94,00%","94,18%",,"99,80%","99,77%","99,96%",,"99,80%","0,00%","0,00%",,"99,80%","0,00%","0,00%",,"99,80%","0,00%","0,00%",,"99,80%","0,00%","0,00%",
UGITI,,Percentual de Disponibilidade de Hospedagem de Aplicações de Clientes,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade para as aplicações dos clientes da MTI ,-,-,-,"99,80%","99,55%","99,75%",Planilha DTIC,"99,80%","98,79%","98,99%",Planilha DTIC,"99,80%","98,60%","98,80%",Planilha DTIC,"99,80%","99,09%","99,29%",Planilha DTIC,"99,80%","98,83%","99,03%",,"99,80%","98,62%","98,82%",,"99,80%","98,64%","98,84%",,"99,80%","99,18%","99,38%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade de Banco de Dados (Plataforma ORACLE),DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade Oracle,-,-,-,"99,80%","99,16%","99,36%",Planilha DTIC,"99,80%","99,98%","100,18%",Planilha DTIC,"99,80%","98,72%","98,92%",Planilha DTIC,"99,80%","99,99%","100,19%",Planilha DTIC,"99,80%","99,99%","100,19%",,"99,80%","99,95%","100,15%",,"99,80%","99,99%","100,19%",,"99,80%","99,99%","100,19%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade de Banco de Dados (PLATAFORMAS OPEN),DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade dos bancos open,-,-,-,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","99,96%","100,16%",Planilha DTIC,"99,80%","98,61%","98,81%",Planilha DTIC,"99,80%","99,84%","100,04%",,"99,80%","99,72%","99,92%",,"99,80%","99,72%","99,92%",,"99,80%","98,90%","99,10%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade do Ambiente de Data Center (energia elétrica e refrigeração),DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade do Data Center da MTI,-,-,-,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade de Conectividade com a Internet,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade da Conectividade com Internet,-,-,-,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade de Conectividade a Rede INFOVIA MT,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade da INFOVIA,-,-,-,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade do Serviço de Armazenamento,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade do Armazenamento,-,-,-,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade do Serviço de Virtualização,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade da Virtualização,-,-,-,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGITI,,Percentual de Disponibilidade de Serviço Backup,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade de Backups,-,-,-,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","100,00%","100,20%",Planilha DTIC,"99,80%","91,10%","91,28%",Planilha DTIC,"99,80%","95,00%","95,19%",Planilha DTIC,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%","100,00%","100,20%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGSDG,,Carga de Falha na Sustentação de Soluções Digitais,DIREX,Resultado = Somatório de Carga de Falha da Solução x Peso da Solução / Pesos Aplicados,-,"20,00%",31/12/2025,Percentual,Menor Melhor,Mede o impacto de falhas identificadas e corrigidas dentro das soluções ao longo do tempo,-,-,-,"20,00%","38,64%","193,19%",Planilha DTIC,"20,00%","26,85%","134,23%",Planilha DTIC,"20,00%","27,64%","138,18%",Planilha DTIC,"20,00%","35,31%","176,56%",Planilha DTIC,"20,00%","40,34%","201,72%",Planilha DTIC,"20,00%","98,62%","493,10%",,"20,00%","25,83%","129,17%",,"20,00%","17,68%","88,38%",,"20,00%",,"0,00%",,"20,00%",,"0,00%",,"20,00%",,"0,00%",,"20,00%",,"0,00%",
UGSDG,,Percentual de Disponibilidade de Solução Digital (Aplicação) SIGADOC,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade para a Solução SigaDoc,-,-,-,"99,80%","99,97%","100,17%",Planilha DTIC,"99,80%","99,66%","99,86%",Planilha DTIC,"99,80%","97,11%","97,30%",Planilha DTIC,"99,80%","98,28%","98,48%",Planilha DTIC,"99,80%","99,29%","99,49%",Planilha DTIC,"99,80%","99,33%","99,53%",,"99,80%","99,31%","99,51%",,"99,80%","99,16%","99,36%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGSDG,,Percentual de Disponibilidade de Solução Digital  - Aplicação Plataforma Liferay,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade para os Sites em plataforma Liferay,-,-,-,"99,80%","99,95%","100,15%",Planilha DTIC,"99,80%","99,52%","99,72%",Planilha DTIC,"99,80%","98,38%","98,58%",Planilha DTIC,"99,80%","98,99%","99,19%",Planilha DTIC,"99,80%","99,02%","99,22%",Planilha DTIC,"99,80%","99,50%","99,70%",,"99,80%","88,50%","88,68%",,"99,80%","99,54%","99,74%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGARQ,DTIC,Total de Projetos de Inteligência Artificial (IA) Implantados,GOVERNADORIA,Total de projetos de IA implantados = Somatório acumulativo de projetos de IA que atingiram a fase de implantação em produção,-,"16,00",31/12/2025,Unidade,Maior Melhor,Mede o número total acumulado de projetos classificados como projetos com Inteligência Artificial em seu objetivo de aplicabilidade e resolução de entrega de valor no governo,-,-,-,"1,33","0,00","0,00%",Planilha DTIC,"1,33","0,00","0,00%",Planilha DTIC,"1,33","0,00","0,00%",Planilha DTIC,"1,33","0,00","0,00%",Planilha DTIC,"1,33","0,00","0,00%",,"1,33","0,00","0,00%",,"1,33","0,00","0,00%",,"1,33","0,00","0,00%",,"1,33",,"0,00%",,"1,33",,"0,00%",,"1,33",,"0,00%",,"1,33",,"0,00%",
UGARQ,,Percentual de Disponibilidade Plataforma de interoperabilidade (XVIA),DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade do XVia,-,-,-,"99,80%","99,00%","99,20%",Planilha DTIC,"99,80%","99,00%","99,20%",Planilha DTIC,"99,80%","99,25%","99,45%",Planilha DTIC,"99,80%","99,65%","99,85%",Planilha DTIC,"99,80%","99,65%","99,85%",,"99,80%","99,53%","99,73%",,"99,80%","99,71%","99,91%",,"99,80%","99,79%","99,99%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGARQ,,Percentual de Disponibilidade Plataforma SYDLE (MT SIMPLIFICA) para MT,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade da plataforma Sydle / MTI Simplifica para os Cliente do Executivo do Estado de MT,-,-,-,"99,80%","99,80%","100,00%",Planilha DTIC,"99,80%","99,81%","100,01%",Planilha DTIC,"99,80%","99,81%","100,01%",Planilha DTIC,"99,80%","99,56%","99,76%",Planilha DTIC,"99,80%","99,30%","99,50%",,"99,80%","99,42%","99,62%",,"99,80%","98,86%","99,05%",,"99,80%","99,30%","99,50%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
UGARQ,,Percentual de Disponibilidade Plataforma SYDLE (mt simplifica) para outros clientes,DIREX,Resultado = tempo disponivel / (tempo off +tempo disponivel)*100,-,"99,80%",31/12/2025,Percentual,Maior Melhor,Prover alta disponibilidade da plataforma Sydle / MTI Simplifica para os Cliente externos ao Executivo de MT,-,-,-,"99,80%","99,95%","100,15%",Planilha DTIC,"99,80%","99,91%","100,11%",Planilha DTIC,"99,80%","98,87%","99,07%",Planilha DTIC,"99,80%","92,38%","92,56%",Planilha DTIC,"99,80%","99,90%","100,10%",,"99,80%","99,83%","100,03%",,"99,80%","99,90%","100,10%",,"99,80%","99,83%","100,03%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",,"99,80%",,"0,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGVEN,DIRC,Quantidade de propostas enviadas,Operacional,Propostas enviadas,Enviar propostas comerciais aos clientes,72,Dez/24,Unidade,Maior Melhor,"1. Elaboração de propostas de acordo com as demandas dos clientes
2. Envio da proposta aos clientes
3. Cadastro na proposta em ferramenta de acompanhamento","Premissas: Parcerias de fábrica de SW, Oi (link e fiscalização eletrônica), Plataforma de Transformação Digital, CAV)","Meta:
- 30 proposta 1 quadrimestre
- 30 proposta 2 quadrimestre
- 12 proposta 3 quadrimestre","59 propostas
 19 propostas externas
 40 propostas internas",7,19,"271,43%",,7,22,"314,29%",,7,17,"242,86%",,7,17,"242,86%",,7,16,"228,57%",,7,28,"400,00%",,7,31,"442,86%",,7,14,"200,00%",,7,,"0,00%",,7,,"0,00%",,7,,"0,00%",,7,,"0,00%",
