CONTADOR,Competência,Programa,Ação,Subação/Entrega (SA),(SA) Início,(SA) Término,(SA) Produto,(SA) Unid. Medida,(SA) Quantidade,(SA) Responsável,Etapa (ET),(ET) Início,(ET) Término,(ET) Responsável,(MC) Descrição do Item de Despesa,(MC) Unid. Medida,(MC) Quantidade,(MC) Valor Unitário,(MC) Valor Total,(MC) Grupo ,(MC) Natureza,(MC) Fonte,(MC) IDU,CONTRATO,"Plano Estratégico (A)
digite entre 0-5
0 = menor
5 = maior","Gravidade (B)
digite entre 1-5
1 = menor
5 = maior","Urgência (C)
digite entre 1-5
1 = menor
5 = maior","Tendência (d)
digite entre 1-5
1 = menor
5 = maior",Prioridade acumulada (A*B*C*D)
2787,-,536,2787-Manutenção de soluções corporativas de TIC,8_Disponibilização de Soluções Corporativas de Geoprocessamento ,18/02/2025,16/02/2026,Ferramenta Disponibilizada,Percentual,100,Saffyk Vicuna,Disponibilizar Soluções Corporativas de Geoprocessamento,18/02/2025,16/02/2026,Saffyk Vicuna,Manter o suporte e manutenção estendida das ferramentas ArcGis - Cotrato 003/2022 - IMAGEM ,Anual,01,"R$ 450.000,00","R$ 450.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,3,3,3,3,81
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,Disponibilização de Solução Corporativa de Geoprocessamento ,Anual,01,"R$ 50.000,00","R$ 50.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2025,4,4,3,3,144
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,Disponibilização de Solução Corporativa de Geoprocessamento ,Anual,01,"R$ 50.000,00","R$ 50.000,00",Grupo_4,4.4.90.40.001,1.501.0000,OD,Novo a contratar 2025,4,4,3,3,144
2787,-,536,2787-Manutenção de soluções corporativas de TIC,9_Disponibilização de Soluções Corporativas de Gestão de Dados e Informações Gerenciais,21/02/2025,19/02/2026,Ferramenta Disponibilizada,Percentual,100,Saffyk Vicuna,Disponibilizar Soluções Corporativas de Gestão de Dados e Informações Gerenciais,21/02/2025,19/02/2026,Saffyk Vicuna,"Solução MTI QLIK INTELLIGENCE (Licenciamento) de Governança, integração e catalogação de dados para o ambiente corporativo do governo - Contrato 002/2023 - INTELIGÊNCIA",Unidade,01,"R$ 500.000,00","R$ 500.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,Disponibilização de Soluções Corporativas de Gestão de Dados e Informações Gerenciais ,Anual,01,"R$ 500.000,00","R$ 500.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2025,4,4,4,4,256
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,Disponibilização de Soluções Corporativas de Gestão de Dados e Informações Gerenciais ,Anual,01,"R$ 100.000,00","R$ 100.000,00",Grupo_4,4.4.90.40.001,1.501.0000,OD,Novo a contratar 2025,4,4,5,4,320
2787,-,536,2787-Manutenção de soluções corporativas de TIC,10_Disponibilização de Soluções Corporativas de Privacidade de Dados,24/02/2025,22/02/2026,Ferramenta Disponibilizada,Percentual,100,Saffyk Vicuna,Disponibilizar Soluções Corporativas de Privacidade de Dados,24/02/2025,22/02/2026,Saffyk Vicuna,Contratação de serviço especializado em gestão de privacidade para adequação das aplicações conforme LGPD - Contrato 032/2023 - LGPDNOW ,Mensal,12,"R$ 34.125,00","R$ 409.500,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,Contratação de ferramenta e serviço especializado em Governança e Gestão de Dados  - Contrato 032/2023 - LGPDNOW,Unidade,01,"R$ 5.440.500,00","R$ 5.440.500,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
2787,-,536,2787-Manutenção de soluções corporativas de TIC,11_Disponibilização de Soluções Corporativas de Inteligência Artificial,26/02/2025,24/02/2026,Ferramenta Disponibilizada,Percentual,100,Fernando Tonon de Rossi,Disponibilizar Soluções Corporativas de Inteligência Artificial,26/02/2025,24/02/2026,Fernando Tonon de Rossi,Disponibilização de Soluções Corporativas de Inteligência Artificial ,Anual,01,"R$ 21.633,00","R$ 21.633,00",Grupo_3,3.3.90.40.001,1.759.0000,OD,Novo a contratar 2025,3,3,4,3,108
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,Disponibilização de Soluções Corporativas de Inteligência Artificial ,Anual,01,"R$ 14.581,00","R$ 14.581,00",Grupo_3,3.3.90.40.001,1.500.0000,OD,Novo a contratar 2025,3,3,4,3,108
2787,-,536,2787-Manutenção de soluções corporativas de TIC,,,,,,,,,,,,Disponibilização de Soluções Corporativas de Inteligência Artificial ,Anual,01,"R$ 49.616,00","R$ 49.616,00",Grupo_4,4.4.90.40.001,1.501.0000,OD,Novo a contratar 2025,3,3,4,3,108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,-,536,3397-Ampliação da rede de comunicação do governo,1_Modernização da infraestrutura da rede de comunicação do governo,02/01/2025,31/12/2025,Infraestrutura mantida,Percentual,100,Fernando Vieira Duarte,1.1_Manter Rede Corporativa e INFOVIA-MT disponível e modernizada,02/01/2025,31/12/2025,Fernando Vieira Duarte,"Manutenção corretiva, preventiva da Rede INFOVIA-MT - Contrato 003/2022/MTI  STELMAT",Mensal,03,"R$ 36.140,00","R$ 108.420,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,"Expansão e remanejamento de Rede de fibra óptica, cabeamento estruturado e infraestrutura associada da rede INFOVIA-MT - Contrato 003/2022/MTI  STELMAT",Unidade,01,"R$ 1.500.000,00","R$ 1.500.000,00",Grupo_4,4.4.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,"Manter acesso à internet do Sistema Autonomo (AS) - link 1 - Contrato 010/2021/MTI  TITÂNIA
",Mensal,12,"R$ 25.000,00","R$ 300.000,00",Grupo_3,3.3.90.40.001,1.500.0000,CD,Existente / Aditivo,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,"
Manter acesso à internet do Sistema Autonomo (AS) - link 2 - - Contrato 011/2021/MTI CLARO",Mensal,12,"R$ 25.000,00","R$ 300.000,00",Grupo_3,3.3.90.40.001,1.500.0000,CD,Existente / Aditivo,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,Implantar Nova Solução de Rede para ambiente de Datacenter  baseada em Topologia Spine-Leaf em SDN - Contrato 002/2024/MTI  STELMAT,Unidade,01,"R$ 8.867.360,00","R$ 8.867.360,00",Grupo_4,4.4.90.40.001,1.501.0000,CD,Existente / Aditivo,5,4,4,4,320
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,Disponibilizar infraestrutura da rede de comunicação do governo ,Anual,01,"R$ 5.079,00","R$ 5.079,00",Grupo_3,3.3.90.40.001,1.500.0000,OD,Novo a contratar 2025,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,Disponibilizar infraestrutura da rede de comunicação do governo ,Anual,01,"R$ 194.921,00","R$ 194.921,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2025,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,Disponibilizar infraestrutura da rede de comunicação do governo ,Anual,01,"R$ 77.994,00","R$ 77.994,00",Grupo_4,4.4.90.40.001,1.500.0000,OD,Novo a contratar 2025,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,Disponibilizar infraestrutura da rede de comunicação do governo ,Anual,01,"R$ 906.923,00","R$ 906.923,00",Grupo_4,4.4.90.40.001,1.501.0000,OD,Novo a contratar 2025,5,5,5,5,625
3397,-,536,3397-Ampliação da rede de comunicação do governo,,,,,,,,,,,,Disponibilizar infraestrutura da rede de comunicação do governo ,Anual,01,"R$ 1.411.461,00","R$ 1.411.461,00",Grupo_4,4.4.90.40.001,1.759.0000,OD,Novo a contratar 2025,5,5,5,5,625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,-,536,3358-Provimento de soluções de TIC,1_Disponibilização de Soluções e Serviços Digitais de Governo,02/01/2025,31/12/2025,Serviço prestado ,Percentual,100,Cláudia Zanquette,1.1_Desenvolver Soluções e Serviços Digitais de Governo Disponibilizado,02/01/2025,31/12/2025,Claudia Zanquette,"Contratação de serviço técnico especializado, continuado, na modalidade de fábrica de software para sustentação, desenvolvimento e melhorias de Sistemas de Informação, utilizando metodologia e práticas ágeis - Contrato 007/2023 Log Lab",Unidade,01,"R$ 3.000.000,00","R$ 3.000.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
3358,-,536,3358-Provimento de soluções de TIC,,,,,,,,,,,,Pagamento de USTs para manutenção da plataforma de governo digital - Contrato 001/2024 - RJR,Anual,01,"R$ 2.500.000,00","R$ 2.500.000,00",Grupo_3,3.3.90.40.001,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
3358,-,536,3358-Provimento de soluções de TIC,,,,,,,,,,,,Contratação de Soluções e Serviços Digitais de Governo ,Anual,01,"R$ 250.000,00","R$ 250.000,00",Grupo_3,3.3.90.40.002,1.501.0000,OD,Novo a contratar 2025,5,5,5,5,625
3358,-,536,3358-Provimento de soluções de TIC,,,,,,,,,,,,Contratação de Soluções e Serviços Digitais de Governo,Anual,01,"R$ 100.000,00","R$ 100.000,00",Grupo_4,4.4.90.40.001,1.759.0000,OD,Novo a contratar 2025,5,3,3,4,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,UGGOV/Ideraldo,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2025,31/12/2025,Metodologia Sustentada,percentual,100,Ideraldo Bonafé,1.1_Orientar na elaboração e revisão dos padrões da MTI.,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.2_Manter repositórios / base de dados atualizados.,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.3_Promover orientação às unidades administrativas,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.4_Manter painéis e demais bases de dados atualizados,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.5_Monitorar os resultados dos indicadores,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,"1.6_Coordenar as atividades para elaboração, atualização da cadeia de valor",02/01/2025,31/12/2025,Bruno Augusto Alves,Contratação de serviços técnicos especializados para  mapeamento de processos,Unidade,01,"R$ 50.000,00","R$ 50.000,00",Grupo_3,3.3.90.39.086,1.759.0000,OD,Novo a contratar 2025,4,3,3,3,108
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.7_Coordenar a revisão da Estratégia de Longo Prazo,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.8_Coordenar a elaboração da Carta Anual,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.9_Coordenar a elaboração do Relatório Integrado de Sustentabilidade,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.10_Coordenar a elaboração do PTA,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.12_Coordenar a revisão do PPA,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.13_Coordenar a elaboração do RAG,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.14_Coordenar o diagnóstico da autoavaliação,02/01/2025,31/12/2025,Bruno Augusto Alves,Contratação de serviços técnicos especializados em avaliação institucional,Unidade,01,"R$ 30.000,00","R$ 30.000,00",Grupo_3,3.3.90.39.086,1.759.0000,OD,Não,4,3,3,3,108
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.15_Monitorar a elaboração dos planos de ação das oportunidades de melhoria,02/01/2025,31/12/2025,Bruno Augusto Alves,Confecção de banners,Unidade,10,"R$ 200,00","R$ 2.000,00",Grupo_3,3.3.90.39.023,1.759.0000,OD,Não,3,1,1,1,3
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.16_Monitorar a execução dos planos de ação pelas unidades,02/01/2025,31/12/2025,Bruno Augusto Alves,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
-,-,,,,UNICRS/Ana Beatriz / Saffyk,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2025,31/12/2025,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.18_Manter o processo de conformidade ( cadeia de valor),02/01/2025,31/12/2025,Ione Aparecida Costa,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.19_Apoiar a alta administração na formulação e manutenção da política e dos planos de gestão de riscos corporativos,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.20_Manter e reportar à alta administração portfólio centralizado de riscos corporativos,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.21_Capacitar equipe em gestão de riscos,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,Confecção de cartilhas e materiais para disseminação,Unidade,10,"R$ 300,00","R$ 3.000,00",Grupo_3,3.3.90.39.023,1.759.0000,OD,Não,3,1,1,1,3
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.22_Manter o processo de Gestão de Riscos Corporativos,02/01/2025,31/12/2025,Ione Aparecida Costa,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.23_Disseminar código de conduta,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,Realização da Semana da Integridade para treinamento e disseminação dos documentos instituídos e do tema de uma forma geral ,Unidade,01,"R$ 20.000,00","R$ 20.000,00",Grupo_3,3.3.90.39.086,1.759.0000,OD,Não,4,3,3,3,108
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.24_Elaborar Plano Anual de Gerenciamento de Riscos,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.25_Monitorar Plano Anual de Gerenciamento de Riscos,02/01/2025,31/12/2025,Ione Aparecida Costa,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.26_Ampliar soluções de segurança da informação,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.27_Elaborar e executar Planos de Gestão da Segurança da Informação corporativos,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.28_Capacitar equipe em segurança da informação,02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,Confecção de cartilhas e materiais para disseminação,Unidade,10,"R$ 300,00","R$ 3.000,00",Grupo_3,3.3.90.39.023,1.759.0000,OD,Não,3,1,1,1,3
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.29_Manter o processo de Segurança da Informação ( cadeia de valor),02/01/2025,31/12/2025,Ana Beatriz Coelho Colaço de Albuquerque,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.51_Disponibilziar ferramentas de segurança cibernética,02/01/2025,31/12/2025,Saffyk Vicuna,Consultoria especializada para implementação/adequação/sustentação a LGPD – Lei Geral de Proteção de Dados,Unidade,01,"R$ 152.911,00","R$ 152.911,00",Grupo_3,3.3.90.39.086,1.501.0000,OD,Novo a contratar 2025,5,5,5,5,625
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,,,,,Consultoria especializada para implementação/adequação/sustentação a LGPD – Lei Geral de Proteção de Dados,Unidade,01,"R$ 207.089,00","R$ 207.089,00",Grupo_3,3.3.90.39.086,1.759.0000,OD,Novo a contratar 2025,5,5,5,5,625
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,,,,Saffyk Vicuna,Contratação de Fornecimento de Software SGPS para adequação da LGPD,Unidade,12,"R$ 5.972,00","R$ 71.664,00",Grupo_3,3.3.90.39.086,1.759.0000,OD,Novo a contratar 2025,5,5,5,5,625
-,-,,,,CONTROLE INTERNO/Luis Lobo,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2025,31/12/2025,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.30_Acompanhar a implementação das recomendações emitidas pelos órgãos de Controle Interno e Externo por meio dos Planos de Providências do Controle Interno - PPCI,02/01/2025,31/12/2025,Suelene Montenegro,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.31_Manter o processo de Controle Interno,02/01/2025,31/12/2025,Suelene Montenegro,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
-,-,,,,UGPRO/Kleberson,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2025,31/12/2025,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.32_Monitorar o Portfólio de Projetos,02/01/2025,31/12/2025,Kleberson França,"Contratação de serviços terceiros em implantação e customização de processos e metodologias de governança e gestão, desenvolvimento low code, implantação de plataforma, treinamento e sustentação, sob demanda, para a plataforma MTI NOW, conforme detalhada em Catálogo de Serviço. (Sob Demanda).",Unidade,01,"R$ 1.512.000,00","R$ 1.512.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2025,5,5,5,5,625
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,"1.50_Contratar serviços de consultoria em mapeamento e implantação de processos e metodologias ágeis de desenvolvimento de software, produtos e serviços de TI",02/01/2025,31/12/2025,Kleberson França,"Implantar processos, práticas e metodologias ágeis e ITSM",Unidade,01,"R$ 10.000,00","R$ 10.000,00",Grupo_3,3.3.90.40.001,1.501.0000,OD,Novo a contratar 2025,5,5,5,5,625
-,-,,,,DIRC/UGENP / Ailton,,/UGEPV,/Ailton,/Francisley,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2025,31/12/2025,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.33_Realizar gestão e captação de novas ideias,02/01/2025,31/12/2025,Ailton Machado,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.34_Realizar P&D para suporte e consultoria de produtos/serviços de inovação advindos de outros setores,02/01/2025,31/12/2025,Ailton Machado,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.35_Implantar Laboratório de Inovação,02/01/2025,31/12/2025,Ailton Machado,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.36_Fortalecer o ecossistema da inovação do Estado,02/01/2025,31/12/2025,Ailton Machado,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.37_Reavaliar processo de parcerias estrategicas,02/01/2025,31/12/2025,Ailton Machado,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.38_Prospectar e avaliar novas parcerias,02/01/2025,31/12/2025,Ailton Machado,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.39_Realizar a Gestão das parcerias estratégicas firmadas,02/01/2025,31/12/2025,Ailton Machado,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.40_Fortalecer ações de fomento a cultura de inovação,02/01/2025,31/12/2025,Ailton Machado,Inscrição em eventos de inovação,Unidade,03,"R$ 3.600,00","R$ 10.800,00",Grupo_3,3.3.90.36.034,1.501.0000,OD,Novo a contratar 2025,4,3,3,3,108
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.41_Fortalecer e Estimular o engajamento dos colaboradores com o projeto de gamificação,02/01/2025,31/12/2025,Ailton Machado,Premiação para colaboradores,Unidade,12,"R$ 24.000,00","R$ 288.000,00",Grupo_3,3.3.90.31.003,1.501.0000,OD,Novo a contratar 2025,3,3,3,3,81
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.42_Fortalecer o ecossistema da inovação do Estado,02/01/2025,31/12/2025,Ailton Machado,Patrocínio para eventos externos do ecossistema de inovação ou organização de eventos realizados pela MTI para promoção da inovação ou engajamento dos colaboradores,Unidade,04,"R$ 30.000,00","R$ 120.000,00",Grupo_3,3.3.90.31.001,1.501.0000,OD,Novo a contratar 2025,3,2,1,1,6
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,Participar em eventos externos de pós-venda,02/01/2025,31/12/2025,Francisley Carolino,Patrocínio de eventos externos de pós-venda para gerar visibilidade adicional para a empresa e fortalecer a sua reputação junto aos clientes e stakeholders.,Unidade,04,"R$ 24.000,00","R$ 96.000,00",Grupo_3,3.3.90.31.001,1.501.0000,OD,Novo a contratar 2025,4,3,2,2,48
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,,,,,Participação em workshops e seminários.,Unidade,04,"R$ 3.600,00","R$ 14.400,00",Grupo_3,3.3.90.36.034,1.501.0000,OD,Novo a contratar 2025,4,3,2,3,72
-,-,,,,OUVIDORIA/Mara,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2025,31/12/2025,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,"1.43_Receber e ofertar o devido tratamento às manifestações de denúncias, reclamações,
sugestões, elogios, solicitações, simplificações e pedidos de acesso à informação",02/01/2025,31/12/2025,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.44_Elaborar e encaminhar ao dirigente do Órgão Relatório de Gestão da Ouvidoria.,02/01/2025,31/12/2025,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,"1.45_coordenar ações para disseminação das normas, padrões e canais de atendimento da
Ouvidoria e Transparência;",02/01/2025,31/12/2025,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.46_coordenar o processo da classificação da informação em grau de sigilo,02/01/2025,31/12/2025,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.47_monitorar e disponibilizar informações na Transparência da MTI;,02/01/2025,31/12/2025,Maraporacayama Cardoso Reis,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
-,-,,,,UGACO/Alci,,,,,,,,,,,,,,,,,,,,,,,,
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,1_Sustentação das práticas de gestão,02/01/2025,31/12/2025,Práticas de Gestão Sustentadas,percentual,100,Ideraldo Bonafé,1.48_Elaborar o plano de aquisições conjuntamente com as áreas demandantes,02/01/2025,31/12/2025,Alci de Oliveira Junior,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
1216,-,536,1216_Aperfeiçoamento das práticas de gestão,,,,,,,,1.49_Cumprir dentro dos prazos estipulados o plano de aquisições,02/01/2025,31/12/2025,Alci de Oliveira Junior,SEM CUSTO,,,,"R$ 0,00",,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,-,536,3399-Estruturação da nova sede da MTI,1_Construção da nova sede da MTI,02/01/2025,31/12/2025,Sede construída,Percentual,100,Olívia Campos,1.1_Contratar empresa especialziada em serviço de engenharia,02/01/2025,31/12/2025,Antônio Neto,Reforma e Ampliação do prédio onde será a nova sede da MTI.,Unidade,01,"R$ 10.000.000,00","R$ 10.000.000,00",Grupo_4,4.4.90.51.004,1.759.0000,CD,Existente / Aditivo,5,5,5,5,625
3399,-,536,3399-Estruturação da nova sede da MTI,,,,,,,,,,,,Reforma e Ampliação do prédio onde será a nova sede da MTI.,Unidade,01,"R$ 999.989,00","R$ 999.989,00",Grupo_4,4.4.90.51.004,1.501.0000,CD,Existente / Aditivo,5,5,5,5,625
3399,-,536,3399-Estruturação da nova sede da MTI,,,,,,,,,,,,Fornecimento de mobiliário,Unidade,01,"R$ 2.941.055,00","R$ 2.941.055,00",Grupo_4,4.4.90.52.034,1.501.0000,OD,Novo a contratar 2025,5,5,5,5,625
