Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGGDC/GEDC,DTIC,Quantidade de Auditorias em segurança da informação realizadas no ano.,Operacional,( Quantidade de auditorias / 2) * 100,Realizar 2(duas) Auditorias em segurança da informação no ano.,2,dezembro/2023,Unidade,Maior Melhor,,Necessidade de Parceria para Atendimento Externo ,ano,100%,1%,0,"0,00%",Não fora realizado nenhuma auditoria no mês de Janeiro,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Gerente em Licença Paternidade,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,100%,0%,"0,00%",Ainda não foi instituido processo de auditoria,,,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGSTI/GSUP,DTIC,% de chamados N2 atendidos dentro do prazo do SLA,Operacional,Número de chamados atendidos no período dentro do SLA / Número total de chamados atendidos no período * 100.,Atender chamados no nível 2 dentro do SLA,Atender 100% dos chamados dentro do SLA,dezembro/2024,Percentual,Maior Melhor,"1- Monitorando SAC;
2- Garantindo recursos operacionais;
3- Assegurar ao menos dois técnicos por atividade;
4- Manter os técnicos treinados e atualizados nas competências de suas demandas;","- Revisar os workflows dos processos para maior efetividade e clareza;
- Treinamento constante dos técnicos para maior eficiência e eficácia no atendimento
- Montar equipe com técnicos ágeis e comprometidos;
-Assugurar suporte técnico para as ferramentas e serviços ofertados","Embora a busca no presente indicador seja sempre o mais próximo possível de 100%, no presente caso estabelece-use a meta de qualidade de se atingir 90% em razão de inúmeros fatores que podem comprometer sucesso da meta","De forma geral esse indicador oscilou ao longo do ano de 2020 entre patamares 80 a 100%, em razão do período relativamente curto de leitura (semanal)",100%,97%,"97,46%","Foram registrados 354 chamados, onde 345 foram atendidos dentro do SLA estabelecido",100%,96%,"96,12%","Foram registrados 309 chamados, onde 297 foram atendidos dentro do SLA estabelecido",100%,97%,"96,62%","Foram registrados 355 chamados, onde 343 foram atendidos dentro do SLA estabelecido",100%,99%,"99,36%","Foram registrados 312 chamados, onde 310 foram atendidos dentro do SLA estabelecido",100%,96%,"96,26%","Foram registrados 374 chamados, onde 360 foram atendidos dentro do SLA estabelecido",100,98%,"0,98%","Foram registrados 421 chamados, onde 415 foram atendidos dentro do SLA estabelecido",100%,96%,"96,00%","Foram registrados 290 chamados, onde 280 foram atendidos dentro do SLA estabelecido
",100%,99%,"99,19%","Foram registrados 1.113 chamados, onde 1.104 foram atendidos dentro do SLA estabelecido
",100%,96%,"95,83%","Foram registrados 360 chamados, onde 345 foram atendidos dentro do SLA estabelecido",100%,97%,"97,35%","Foram registrados 606 chamados, onde 590 foram atendidos dentro do SLA estabelecido",100%,97%,"97,36%","Foram registrados 493 chamados, onde 480 foram atendidos dentro do SLA estabelecido",100%,99%,"99,17%","Foram registrados 607 chamados, onde 602 foram atendidos dentro do SLA estabelecido"
UGSTI/GSUP,DTIC,"Taxa de crescimento do backlog dentro do ano de 2024, utilizando sempre como referência o mês anterior",Operacional,"((Nº chamado em backlog atual - Nº chamados em backlog período anterior) * 100)/Nº chamados em backlog do mês anterior
(a partir de abril/2024)",Diminuir o % de crescimento do backlog dentro do período analisado,0,dezembro/2024,Percentual,Menor Melhor,"1-Aumentar qualidade dos atendimentos;
2- Reduzir o tempo de resposta para os chamados;
3- Monitorar o backlog de chamados;
4- Interagir nos chamados para ações pendentes","- Revisar os workflows dos processos para maior efetividade e clareza;
- Treinamento constante dos técnicos para maior eficiência e eficácia no atendimento
- Montar equipe com técnicos ágeis e comprometidos;
-Assugurar suporte técnico para as ferramentas e serviços ofertados",A meta é que a evolução dos backlogs sejam em percentual abaixo de zero ponto percentual o que indicaria a redução dos backlogs quando comparado a primeira semana do ano de 2021,"Ao longo do ano de 2020, houveram muitas leituras positivas e negativas, de tal forma que ficou dificil de se avaliar uma vez que o volume de backlog era baixo, e qualquer oscilação nesses número gerava forte alterações nos indicadores. Por essa razão, no ano de 2021 a referência será sempre a primeira semana do ano.

Indicador revisado em outubro de 2021, atualizado a fórmula de cálculo do backlog com referência ao mês anterior, não mais utilizando o primeira semana do ano.",0%,-25%,"0,00%",Medição do mês de referência  (dezembro/2023) foi 6 e o mês monitorado foi 8,0%,62%,"0,00%",Medição do mês de referência (janeiro/2024) foi 8 e o mês monitorado foi 13,0%,-92%,"0,00%",Medição do mês de referência (Fevereiro/2024) foi 13 e o mês monitorado foi 1.,0%,100%,"0,00%",Medição do mês de referência (março/2024) foi 1 e o mês monitorado foi 2,100%,-71%,"0,00%",Medição do mês de referência (abril/2024) foi 2 e o mês monitorado foi 7,100%,-14%,"0,00%",Medição do mês de referência (maio/2024) foi 7 e o mês monitorado foi 6,100%,20%,"20,00%",Medição do mês de referência (junho/2024) foi 6 e o mês monitorado foi 5,100%,2%,"1,52%",Medição do mês de referência (julho/2024) foi 5 e o mês monitorado foi 22,100%,,"0,00%",Medição do mês de referência (agosto/2024) foi 22 e o mês monitorado foi 20,100%,70%,"70,00%",Medição do mês de referência (setembro/2024) foi 20 e o mês monitorado foi 6,100%,,"0,00%",Medição do mês de referência (outubro/2024) foi 7 e o mês monitorado foi 6,,,-,Medição do mês de referência (setembro/2024) foi 20 e o mês monitorado foi 6
UGSTI/GCES,DTIC,% de chamados N1 atendidos dentro do prazo do SLA,Operacional,Número de chamados atendidos no período dentro do SLA / Número total de chamados atendidos no período * 100.,Atender chamados no nível 1 dentro do SLA,Atender 100% dos chamados dentro do SLA,dezembro/2024,Percentual,Maior Melhor,"1- Monitorando SAC;
2- Garantindo recursos operacionais;
3- Assegurando disponibilidade ambiente;
4- Assugurando disponibilidade de técnico","- Revisar os workflows dos processos para maior efetividade e clareza;
- Treinamento constante dos técnicos para maior eficiência e eficácia no atendimento
- Montar equipe com técnicos ágeis e comprometidos;
-Assugurar suporte técnico para as ferramentas e serviços ofertados","Conforme determinação da Presidência, a meta para o indicador de SLA para nível 1 será de 100%",O histórico obtido com o referido indicador ao longo do ano de 2020 esteve em média entre 98% e 100% ,100%,99%,"99,38%","Foram registrados 650 chamados, onde 646 foram atendidos dentro do SLA estabelecido. Obs. Estamos atuando momentaneamente com duas - GLPI e ServiceNow - aplicações de SAC. Portanto, ainda estamos em fase de ajustes. Consequentemente alguns SLA foram comprometidos.",100%,99%,"99,21%","Foram registrados 505 chamados, onde 501 foram atendidos dentro do SLA estabelecido. Obs. Estamos atuando momentaneamente com duas - GLPI e ServiceNow - aplicações de SAC. Portanto, ainda estamos em fase de ajustes. Consequentemente alguns SLA foram comprometidos.",100%,100%,"99,77%","Foram registrados 875 chamados, onde 873 foram atendidos dentro do SLA estabelecido. Obs. Estamos atuando momentaneamente com duas - GLPI e ServiceNow - aplicações de SAC. Portanto, ainda estamos em fase de ajustes. Consequentemente alguns SLA foram comprometidos.",100%,100%,"99,75%","Foram registrados 794 chamados, onde 792 foram atendidos dentro do SLA estabelecido. ",100%,99%,"99,15%","Foram registrados 709 chamados, onde 703 foram atendidos dentro do SLA estabelecido. ",100%,"98,39","98,39%","Foram registrados 747 chamados, onde 735 foram atendidos dentro do SLA estabelecido. ","100,00%",99%,"99,03%","Foram efetuados 1041 atendimentos, onde 1031 foram atendidos dentro do SLA estabelecido. ",100%,97%,"96,87%","Foram efetuados 1662 atendimentos, onde 1610 foram atendidos dentro do SLA estabelecido. ",100%,98%,"98,11%","Foram efetuados 1321 atendimentos, onde 1296 foram atendidos dentro do SLA estabelecido. ",100%,98%,"98,16%","Foram efetuados 1572 atendimentos, onde 1543 foram atendidos dentro do SLA estabelecido. ",100%,98%,"97,69%","Foram efetuados 997  atendimentos, onde 972 foram atendidos dentro do SLA estabelecido. ",100%,98%,"98,33%","Foram efetuados 901  atendimentos, onde 886 foram atendidos dentro do SLA estabelecido. "
UGSTI,DTIC,Indicador de satisfação dos atendimentos (nota:0-10),Tático,Soma das notas de satisfação do cliente avaliando os atendimentos da GCES e GSUP,"Atingir nota 9,99 de Satisfação dos atendimentos ","Atingir nota 9,99 de Satisfação dos atendimentos ",dezembro/2024,Unidade,Maior Melhor,,,"Conforme determinação da DTIC, a meta para o indicador de satisfação dos clientes será de 9,99",,10%,10%,"99,50%","Nota de avaliação baseada em 71 chamados avaliados de um total de 1.004 atendimentos (7,07% de chamados avaliados)",10%,10%,"99,40%","Nota de avaliação baseada em 68 chamados avaliados de um total de 814 atendimentos (8,35% de chamados avaliados)",10%,3%,"30,00%","Nota de avaliação baseada em 28 chamados avaliados de um total de 1230 atendimentos (2,28% de chamados avaliados)",10%,3%,"30,80%","Nota de avaliação baseada em 34 chamados avaliados de um total de 1105 atendimentos (3,08% de chamados avaliados)",10%,2%,"22,20%","Nota de avaliação baseada em 24 chamados avaliados de um total de 1083 atendimentos (2,22% de chamados avaliados)",10%,4%,"43,70%","Nota de avaliação baseada em 51 chamados avaliados de um total de 1.168 atendimentos (4,37% de chamados avaliados)",10%,6%,"55,00%","Nota de avaliação baseada em 70 chamados avaliados de um total de 1.331 atendimentos (4,37% de chamados avaliados)",10%,7%,"70,60%","Nota de avaliação baseada em 196 chamados avaliados de um total de 2.775 atendimentos (7,06% de chamados avaliados)",10%,2%,"22,60%","Nota de avaliação baseada em 38 chamados avaliados de um total de 1.681 atendimentos (2,26% de chamados avaliados)",10%,2%,"23,00%","Nota de avaliação baseada em 50 chamados avaliados de um total de 2.178 atendimentos (2,30% de chamados avaliados)",10%,2%,"20,50%","Nota de avaliação baseada em 41 chamados avaliados de um total de 1465 atendimentos (2,30% de chamados avaliados)",,,-,Nota de avaliação baseada em XX chamados avaliados de um total de 1508 atendimentos (XX% de chamados avaliados)
UGSTI,DTIC,% de chamados atendidos no prazo dentro do SLA,Tático,Média dos percentuais dos chamados atendidos pela GCES e GSUP no período dentro do SLA,Atender chamados dentro do SLA,Atender 100% dos chamados dentro do SLA,dezembro/2024,Percentual,Maior Melhor,"1- Monitorando SAC;
2- Garantindo recursos operacionais;
3- Assegurando disponibilidade ambiente;
4- Assugurando disponibilidade de técnico","- Revisar os workflows dos processos para maior efetividade e clareza;
- Treinamento constante dos técnicos para maior eficiência e eficácia no atendimento
- Montar equipe com técnicos ágeis e comprometidos;
-Assugurar suporte técnico para as ferramentas e serviços ofertados","Conforme determinação da DTIC, a meta para o indicador de SLA para UGSTI será de 90%",,100%,98%,"98,42%",Média percentual dos indicaores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,98%,"97,66%",Média percentual dos indicaores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,98%,"98,18%",Média percentual dos indicaores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,100%,"99,55%",Média percentual dos indicaores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,98%,"97,70%",Média percentual dos indicaores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,99%,"98,50%",Média percentual dos indicaores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,98%,"97,79%",Média percentual dos indicadores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,98%,"98,00%",Média percentual dos indicadores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,98%,"97,62%",Média percentual dos indicadores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,98%,"97,93%",Média percentual dos indicadores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,97%,"97,47%",Média percentual dos indicadores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA,100%,99%,"98,67%",Média percentual dos indicadores % de chamados N1 atendidos no prazo dentro do SLA e % de chamados N2 atendidos no prazo dentro do SLA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGITI/GABD,DTIC,Taxa de crescimento do backlog dentro do período ,Operacional,((Nº chamado em backlog atual - Nº chamados em backlog período anterior) * 100)/Nº chamados em backlog período anterior,Diminuir a % de crescimento do backlog dentro do período analisado,10,dez/2020,Percentual,Menor Melhor,,"- Falta de processos e fluxos definidos para atendimento em cada categoria;
- Falta de um ponto único de contato do cliente, central de serviços não faz esse papel atualmente;
- Categorização incorreta;
- Falta de treinamento em todas tecnologias e ferramentas solicitadas e suportadas pela unidade;
- Falta de suporte em tecnologias utilizadas;
- Falta de pessoal para projetos de monitoramento.","Meta proposta para ser atingida até Dez/2020; Sendo avaliado redução gradativa do percentual;

Meta alterada em Outubro/2021, desta forma os valores para Novembro e Dezembro, irão caracterizar o percentual em relação ao período anterior (semanal) com fechamento mensal do Indicador;",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI/GABD,DTIC,% de chamados atendidos no prazo dentro do período,Operacional,(Chamados solucionado no prazo / Total de chamados solucionados) * 100,Aumentar a % de Chamados atendidos dentro do Prazo (SLA),90%,dez/2020,Percentual,Maior Melhor,,"- Falta de processos e fluxos definidos para atendimento em cada categoria;
- Falta de um ponto único de contato do cliente, central de serviços não faz esse papel atualmente;
- Categorização incorreta;
- Falta de treinamento em todas tecnologias e ferramentas solicitadas e suportadas pela unidade;
- Falta de suporte em tecnologias utilizadas;
- Falta de pessoal para projetos de monitoramento.","Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual

Meta foi alterada no meio do processo *",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI/GABD,DTIC,Disponibilidade do Serviço de Hospedagem de Aplicações,Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do serviço de hospedagem de Aplicações,"98,50%",dez/2020,Percentual,Maior Melhor,,"
- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,95%,78%,"82,04%",,95%,73%,"76,85%",,95%,67%,"70,42%",,95%,90%,"94,53%",,95%,83%,"87,34%",,95%,91%,"95,26%",,95%,"84,28%","88,72%",,95%,80%,"83,81%",Problemas na rede do vmware e no ambiente do Openshift levaram a essa baixa na disponibilidade.,95%,99%,"104,55%",,95%,95%,"99,63%",,95%,"97,84","99,63%",,95%,"97,42%","102,55%",
UGITI/GABD,DTIC,Disponibilidade do Serviço de Banco de Dados,Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do serviço de Banco de Dados,"99,80%",dez/2020,Percentual,Maior Melhor,,"
- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,95%,100%,"105,26%",,95%,100%,"105,26%",,95%,98%,"103,38%",,95%,100%,"105,26%",,95%,100%,"105,08%",,95%,100%,"105,26%",,95%,100%,"105,26%",,95%,98%,"103,48%",,95%,100%,"105,26%",,95%,98%,"103,39%",,95%,100%,"103,39%",,95%,99%,"104,19%",
UGITI/GRCO,DTIC,Disponibilidade do serviço de acesso à Internet,Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do serviço de acesso à internet.,"99,70%",mensal,Percentual,Maior Melhor,"1. Monitorar os equipamentos que sustentam a infraestrutura de comunicação com a Internet.
2. Gerir o contrato em conjunto com os fiscais e com os fornecedores para o cumprimento dos SLA definidos para o serviço.
3. Buscar garantias de uma equipe técnica devidamente qualificada.
4. Implementar soluções de contigências para manutenção do serviço em funcionamento.","- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,"99,7%",100%,"100,30%",,"99,7%",100%,"100,30%",,"99,7%",100%,"100,30%",,"99,7%","97,8%","98,06%",,"99,7%","99,9%","100,22%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",
UGITI/GRCO,DTIC,Disponibilidade do serviço de acesso à Infovia,Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do serviço de acesso à infovia,"99,70%",mensal,Percentual,Maior Melhor,"1. Monitorar os equipamentos que sustentam a infraestrutura de comunicação da INFOVIA.
2. Gerir o contrato em conjunto com os fiscais e com os fornecedores para o cumprimento dos SLA definidos para o serviço.
3. Buscar garantias de uma equipe técnica devidamente qualificada.
4. Implementar soluções de contigências para manutenção do serviço em funcionamento.","- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,"99,7%",100%,"100,30%",,"99,7%",100%,"100,30%",,"99,7%",100%,"100,30%",,"99,7%","97,8%","98,06%",,"99,7%","99,9%","100,22%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",,"99,70%",100%,"100,30%",
UGITI/GRCO,DTIC,% de chamados atendidos no prazo dentro do período,Operacional,(Chamados solucionado no prazo / Total de chamados solucionados) * 100,Aumentar a % de Chamados atendidos dentro do Prazo (SLA),90%,dez/2020,Percentual,Maior Melhor,"1 . Reforçar o compromisso com a equipe do atendimento dos chamados dentro do prazo definido do SLA.
2.. Avaliar e revisar sempre que necessário os itens de configuração do catalógo de serviço.
3. Analisar e avaliar os principais ofensores do indicador.
4. Buscar soluções técnicas agéis para atendimento no prazo.
5. Avaliar e demandar por mais mão de obra caso nececssário para cumprimento do SLA.
6. Monitorar as dificuldades técnicas e processos que prejudiquem o atendimento dos chamados no prazo.
7. Buscar garantias de uma equipe técnica devidamente qualificada.","- Falta de processos e fluxos definidos para atendimento em cada categoria;
- Falta de um ponto único de contato do cliente, central de serviços não faz esse papel atualmente;
- Categorização incorreta;
- Falta de treinamento em todas tecnologias e ferramentas solicitadas e suportadas pela unidade;
- Falta de suporte em tecnologias utilizadas;
- Falta de pessoal para projetos.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,95%,83%,"87,47%",,95%,92%,"96,84%",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI/GRCO,DTIC,Taxa de crescimento do backlog dentro do período ,Operacional,((Nº chamado em backlog atual - Nº chamados em backlog período anterior) * 100)/Nº chamados em backlog período anterior,Diminuir a % de crescimento do backlog dentro do período analisado,0,mensal,Percentual,Menor Melhor,"1. Avaliar e dar encaminhamentos nos chamados represados para seu encerramento com urgência.
2. Avaliar a necessidade de intervenções de terceiros ou demais departamentos para o atendimento e consequentemente o encerramento do chamado.","- Falta de processos e fluxos definidos para atendimento em cada categoria;
- Falta de um ponto único de contato do cliente, central de serviços não faz esse papel atualmente;
- Categorização incorreta;
- Falta de treinamento em todas tecnologias e ferramentas solicitadas e suportadas pela unidade;
- Falta de suporte em tecnologias utilizadas;
- Falta de pessoal para projetos.","Meta proposta para ser atingida até Dez/2020; Sendo avaliado redução gradativa do percentual

Meta alterada em Outubro/2021, desta forma os valores para Novembro e Dezembro, irão caracterizar o percentual em relação ao período anterior (semanal) com fechamento mensal do Indicador;",,10%,-7%,"-69,00%",,10%,-62%,"-620,70%",,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,,,,-,
UGITI/GPAC,DTIC,Disponibilidade do Ambiente de Data Center (energia elétrica e refrigeração),Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do Ambiente de Data Center,"99,90%",dez/2020,Percentual,Maior Melhor,,"- Mão de obra especializada para uma gestão pro-ativa mais efetiva do ambiente (engenheiro elétrico);
- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.
- Falta de mecanismos de controle e monitoramento do ambiente físico;",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,,,-,,,,-,,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",
UGITI/GPAC,DTIC,Disponibilidade Serviço de Virtualização,Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do Serviço de Virtualização,"99,00%",dez/2020,Percentual,Maior Melhor,,"- Mão de obra para uma gestão pro-ativa mais efetiva do ambiente;
- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,98%,"98,35%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",
UGITI/GPAC,DTIC,Disponibilidade do Serviço de Armazenamento,Operacional,Tempo total em operação - tempo de inatividade * 100 / tempo total disponivel,Manter o nível de disponibilidade do Serviço de Armazenamento de Dados,"99,00%",dez/2020,Percentual,Maior Melhor,,"- Mão de obra para uma gestão pro-ativa mais efetiva do ambiente;
- Renovação dos contratos de suporte de produtos e tecnologias
- Falta de treinamentos e cursos especificos das tecnologias;
- Existência de muitos equipamentos obsoletos e fora de suporte.",Meta proposta para ser atingida até Dez/2020; Sendo avaliado o crecimento gradativo do percentual,,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,99%,"99,29%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",,100%,100%,"100,00%",
